Nombre,Municipio,Departamento,Provincia
EL QUEBRACHO,MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 126,MIRAFLORES,GENERAL GUEMES,CHACO
EL DESCANSO,MIRAFLORES,GENERAL GUEMES,CHACO
LA GRINGA,MIRAFLORES,GENERAL GUEMES,CHACO
LOS CIENAGOS,MIRAFLORES,GENERAL GUEMES,CHACO
4 DE FEBRERO,MIRAFLORES,GENERAL GUEMES,CHACO
LOS PEREYRAS,MIRAFLORES,GENERAL GUEMES,CHACO
TORRE DEL MIRADOR,MIRAFLORES,GENERAL GUEMES,CHACO
MONTE CASEROS,MIRAFLORES,GENERAL GUEMES,CHACO
POZO EL ZAPALLAR,MIRAFLORES,GENERAL GUEMES,CHACO
EL MOJO,MIRAFLORES,GENERAL GUEMES,CHACO
CRUCE PEÑALOZA,MIRAFLORES,GENERAL GUEMES,CHACO
LAS MARGARITAS,MIRAFLORES,GENERAL GUEMES,CHACO
ROSALES,MIRAFLORES,GENERAL GUEMES,CHACO
CENTRAL NORTE,MIRAFLORES,GENERAL GUEMES,CHACO
POZO DE LA PAVA,MIRAFLORES,GENERAL GUEMES,CHACO
LAS CUATRO BOCAS,MIRAFLORES,GENERAL GUEMES,CHACO
EL MILAGRO,MIRAFLORES,GENERAL GUEMES,CHACO
LOS PLACERES,MIRAFLORES,GENERAL GUEMES,CHACO
POZO DE LA MULA,MIRAFLORES,GENERAL GUEMES,CHACO
MANANTIALES,MIRAFLORES,GENERAL GUEMES,CHACO
LA ESMERALDA,MIRAFLORES,GENERAL GUEMES,CHACO
POZO DEL NEGRO,MIRAFLORES,GENERAL GUEMES,CHACO
BALBUENA,MIRAFLORES,GENERAL GUEMES,CHACO
MIRAFLORES,MIRAFLORES,GENERAL GUEMES,CHACO
EL RETIRO,MIRAFLORES,GENERAL GUEMES,CHACO
CAMPO LA CHINA,MIRAFLORES,GENERAL GUEMES,CHACO
LA MEDIA LUNA,MIRAFLORES,GENERAL GUEMES,CHACO
1° DE MAYO,MIRAFLORES,GENERAL GUEMES,CHACO
PASO DE LA CRUZ,MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 76,MIRAFLORES,GENERAL GUEMES,CHACO
SANTA VICTORIA,MIRAFLORES,GENERAL GUEMES,CHACO
PALO MARCADO,MIRAFLORES,GENERAL GUEMES,CHACO
TECHAT,MIRAFLORES,GENERAL GUEMES,CHACO
LOTE 71,MIRAFLORES,GENERAL GUEMES,CHACO
LAS PUERTAS,MIRAFLORES,GENERAL GUEMES,CHACO
POZO LA GRINGA,MIRAFLORES,GENERAL GUEMES,CHACO
EL CAÑON,MIRAFLORES,GENERAL GUEMES,CHACO
LAS HACHERAS,MIRAFLORES,GENERAL GUEMES,CHACO
LOS QUIRQUINCHOS,MIRAFLORES,GENERAL GUEMES,CHACO
YAPEYU,MIRAFLORES,GENERAL GUEMES,CHACO
LA CHEOGUE,MIRAFLORES,GENERAL GUEMES,CHACO
NUEVA UNION,MIRAFLORES,GENERAL GUEMES,CHACO
BAJADA ALTA,MIRAFLORES,GENERAL GUEMES,CHACO
EL ALGARROBO,MIRAFLORES,GENERAL GUEMES,CHACO
BAJO HONDO,MIRAFLORES,GENERAL GUEMES,CHACO
EL QUEBRACHO BALEADO,MIRAFLORES,GENERAL GUEMES,CHACO
SAN LORENZO,MIRAFLORES,GENERAL GUEMES,CHACO
LOS ROSALES,MIRAFLORES,GENERAL GUEMES,CHACO
LAS CHACRAS,COLONIA TIROLESA,COLON,CÓRDOBA
EL VERGEL,COLONIA TIROLESA,COLON,CÓRDOBA
ESTACION COLONIA TIROLESA,COLONIA TIROLESA,COLON,CÓRDOBA
EL QUEBRACHAL,COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA LOS ALGARROBOS,COLONIA TIROLESA,COLON,CÓRDOBA
LA CORINA,COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA RIO CHICO,COLONIA TIROLESA,COLON,CÓRDOBA
COLONIA TIROLESA,COLONIA TIROLESA,COLON,CÓRDOBA
SANTA ELENA,COLONIA TIROLESA,COLON,CÓRDOBA
LA PUERTA,COLONIA TIROLESA,COLON,CÓRDOBA
LAS AVISPAS,LAS AVISPAS,SAN CRISTOBAL,SANTA FE
LABORDEBOY,LABORDEBOY,GENERAL LOPEZ,SANTA FE
GENERAL GELLY,GENERAL GELLY,CONSTITUCION,SANTA FE
CAMPO FONDATO,GENERAL GELLY,CONSTITUCION,SANTA FE
CAMPO GHIANO,EL TREBOL,SAN MARTIN,SANTA FE
CAMPO ULLA,EL TREBOL,SAN MARTIN,SANTA FE
EL TREBOL,EL TREBOL,SAN MARTIN,SANTA FE
CAMPO RIBERI,EL TREBOL,SAN MARTIN,SANTA FE
POTRERILLOS,EL JARDIN,LA CANDELARIA,SALTA
EL JARDIN,EL JARDIN,LA CANDELARIA,SALTA
LOZADA,LOZADA,SANTA MARÍA,CÓRDOBA
SALSIPUEDES,SALSIPUEDES,COLON,CÓRDOBA
LA ESTANCITA,SALSIPUEDES,COLON,CÓRDOBA
EL PUEBLITO,SALSIPUEDES,COLON,CÓRDOBA
LA JAULA,SAN CARLOS,SAN CARLOS,MENDOZA
CAPIZ,SAN CARLOS,SAN CARLOS,MENDOZA
SAN CARLOS,SAN CARLOS,SAN CARLOS,MENDOZA
PAREDITAS,SAN CARLOS,SAN CARLOS,MENDOZA
CHILECITO,SAN CARLOS,SAN CARLOS,MENDOZA
EL PARRAL,SAN CARLOS,SAN CARLOS,MENDOZA
PIEDRAS BLANCAS,SAN CARLOS,SAN CARLOS,MENDOZA
TRES ESQUINAS,SAN CARLOS,SAN CARLOS,MENDOZA
LA CONSULTA,SAN CARLOS,SAN CARLOS,MENDOZA
BARRIO EL CEPILLO,SAN CARLOS,SAN CARLOS,MENDOZA
PASO DE LAS CARRETAS,SAN CARLOS,SAN CARLOS,MENDOZA
EUGENIO BUSTOS,SAN CARLOS,SAN CARLOS,MENDOZA
EL CAPACHO,SAN CARLOS,SAN CARLOS,MENDOZA
BARRIO CARRASCO,SAN CARLOS,SAN CARLOS,MENDOZA
LOS ALAMITOS,SAN CARLOS,SAN CARLOS,MENDOZA
VILLA EL CHACON,SAN CARLOS,SAN CARLOS,MENDOZA
CAMPAMENTO VILLEGAS,AREA SIN GOBIERNO,GAIMAN,CHUBUT
SANTA TERESA,SANTA TERESA,CONSTITUCION,SANTA FE
FRANCISCO PAZ,SANTA TERESA,CONSTITUCION,SANTA FE
CHACHARRAMENDI,CHACHARRAMENDI,UTRACAN,LA PAMPA
VALLE DAZA,CHACHARRAMENDI,UTRACAN,LA PAMPA
BARRIO CHIVILCOY,SAN MARTIN,SAN MARTIN,MENDOZA
EL DIVISADERO,SAN MARTIN,SAN MARTIN,MENDOZA
BUEN ORDEN,SAN MARTIN,SAN MARTIN,MENDOZA
MONTECASEROS,SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO LA ESTACION,SAN MARTIN,SAN MARTIN,MENDOZA
CHAPANAY,SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO NTRA. SRA. DE FATIMA,SAN MARTIN,SAN MARTIN,MENDOZA
TRES PORTEÑAS,SAN MARTIN,SAN MARTIN,MENDOZA
CHIVILCOY,SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO LOS CHARABONES,SAN MARTIN,SAN MARTIN,MENDOZA
ALTO VERDE,SAN MARTIN,SAN MARTIN,MENDOZA
CIUDAD DE SAN MARTIN,SAN MARTIN,SAN MARTIN,MENDOZA
EL RAMBLON,SAN MARTIN,SAN MARTIN,MENDOZA
BARRIO EMANUEL,SAN MARTIN,SAN MARTIN,MENDOZA
VILLA CENTENARIO,SAN MARTIN,SAN MARTIN,MENDOZA
EL ESPINO,SAN MARTIN,SAN MARTIN,MENDOZA
PALMIRA,SAN MARTIN,SAN MARTIN,MENDOZA
NUEVA CALIFORNIA,SAN MARTIN,SAN MARTIN,MENDOZA
TRES ESQUINAS,SAN MARTIN,SAN MARTIN,MENDOZA
ALTO SALVADOR,SAN MARTIN,SAN MARTIN,MENDOZA
COLONIA LAMBARE,SAN MARTIN,SAN MARTIN,MENDOZA
EL RINCON,CHOLILA,CUSHAMEN,CHUBUT
EL BLANCO,CHOLILA,CUSHAMEN,CHUBUT
EL CAJON,CHOLILA,CUSHAMEN,CHUBUT
CHOLILA,CHOLILA,CUSHAMEN,CHUBUT
VILLA LAGO RIVADAVIA,CHOLILA,CUSHAMEN,CHUBUT
LA PUERTA,LA PUERTA,RIO PRIMERO,CÓRDOBA
PINTOS,LA CUMBRE,PUNILLA,CÓRDOBA
EL ROSARIO,LA CUMBRE,PUNILLA,CÓRDOBA
LA CUMBRE,LA CUMBRE,PUNILLA,CÓRDOBA
VILLA TERCERA,LOS RALOS,CRUZ ALTA,TUCUMÁN
EX INGENIO LOS RALOS,LOS RALOS,CRUZ ALTA,TUCUMÁN
LAS MERCEDES,LOS RALOS,CRUZ ALTA,TUCUMÁN
VILLA RECASTE,LOS RALOS,CRUZ ALTA,TUCUMÁN
CAMPO LA FLOR,LOS RALOS,CRUZ ALTA,TUCUMÁN
RUTA 5 KM 132,SUIPACHA,SUIPACHA,BUENOS AIRES
SUIPACHA,SUIPACHA,SUIPACHA,BUENOS AIRES
GENERAL RIVAS,SUIPACHA,SUIPACHA,BUENOS AIRES
LOS CARDALES,SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL VIII,SUIPACHA,SUIPACHA,BUENOS AIRES
ESTACION LA NEGRA,SUIPACHA,SUIPACHA,BUENOS AIRES
LA DULCE,SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL IX,SUIPACHA,SUIPACHA,BUENOS AIRES
CUARTEL IV,SUIPACHA,SUIPACHA,BUENOS AIRES
FORTIN ARENALES,LANTERI,GENERAL OBLIGADO,SANTA FE
CAMPO BONAZOLA,LANTERI,GENERAL OBLIGADO,SANTA FE
LAS TAPERITAS,LANTERI,GENERAL OBLIGADO,SANTA FE
LANTERI,LANTERI,GENERAL OBLIGADO,SANTA FE
CAMPO SIETE PROVINCIAS,LANTERI,GENERAL OBLIGADO,SANTA FE
FLOR DE ORO,LANTERI,GENERAL OBLIGADO,SANTA FE
LA BRITANICA,LANTERI,GENERAL OBLIGADO,SANTA FE
DIVISADERO,CAFAYATE,CAFAYATE,SALTA
YACOCHUYA,CAFAYATE,CAFAYATE,SALTA
EL PASO,CAFAYATE,CAFAYATE,SALTA
LAS CONCHAS,CAFAYATE,CAFAYATE,SALTA
CAFAYATE,CAFAYATE,CAFAYATE,SALTA
SANTA BARBARA,CAFAYATE,CAFAYATE,SALTA
TOLOMBOM,CAFAYATE,CAFAYATE,SALTA
OJEDA,ALTA ITALIA,REALICO,LA PAMPA
ALTA ITALIA,ALTA ITALIA,REALICO,LA PAMPA
CAMPO GALLO,CAMPO GALLO,ALBERDI,SANTIAGO DEL ESTERO
CAITA TORO,AREA SIN GOBIERNO,VALCHETA,RÍO NEGRO
CHANQUIN,AREA SIN GOBIERNO,VALCHETA,RÍO NEGRO
SAN ANTONIO,FORMOSA,FORMOSA,FORMOSA
ISLA OCA,FORMOSA,FORMOSA,FORMOSA
COLONIA FORMOSA,FORMOSA,FORMOSA,FORMOSA
LA COLONIA,FORMOSA,FORMOSA,FORMOSA
FORMOSA,FORMOSA,FORMOSA,FORMOSA
GARRIDO,LOBERIA,LOBERIA,BUENOS AIRES
LAVALLE,LOBERIA,LOBERIA,BUENOS AIRES
EL EDEN,LOBERIA,LOBERIA,BUENOS AIRES
LA LOMA,LOBERIA,LOBERIA,BUENOS AIRES
PIERES,LOBERIA,LOBERIA,BUENOS AIRES
EL MORO,LOBERIA,LOBERIA,BUENOS AIRES
LA GUITARRA,LOBERIA,LOBERIA,BUENOS AIRES
NAPALEOFU,LOBERIA,LOBERIA,BUENOS AIRES
LA ALIANZA,LOBERIA,LOBERIA,BUENOS AIRES
SANTA MARIA,LOBERIA,LOBERIA,BUENOS AIRES
EL PAMPERO,LOBERIA,LOBERIA,BUENOS AIRES
PUERTA DEL DIABLO,LOBERIA,LOBERIA,BUENOS AIRES
LA FLORESTA,LOBERIA,LOBERIA,BUENOS AIRES
ARENAS VERDES,LOBERIA,LOBERIA,BUENOS AIRES
LA MALACARA,LOBERIA,LOBERIA,BUENOS AIRES
SAN PASCUAL,LOBERIA,LOBERIA,BUENOS AIRES
DOS NACIONES,LOBERIA,LOBERIA,BUENOS AIRES
SAN MANUEL,LOBERIA,LOBERIA,BUENOS AIRES
LA PROVIDENCIA,LOBERIA,LOBERIA,BUENOS AIRES
LAS TOSCAS,LOBERIA,LOBERIA,BUENOS AIRES
LAS NUTRIAS,LOBERIA,LOBERIA,BUENOS AIRES
LAHORE,LOBERIA,LOBERIA,BUENOS AIRES
TOME Y TRAIGA,LOBERIA,LOBERIA,BUENOS AIRES
LOBERIA,LOBERIA,LOBERIA,BUENOS AIRES
EL LENGUARAZ,LOBERIA,LOBERIA,BUENOS AIRES
LA BODEGA,LOBERIA,LOBERIA,BUENOS AIRES
TAMANGUEYU,LOBERIA,LOBERIA,BUENOS AIRES
LICENCIADO MATIENZO,LOBERIA,LOBERIA,BUENOS AIRES
SAN ANTONIO,LOBERIA,LOBERIA,BUENOS AIRES
MOROMAR,LOBERIA,LOBERIA,BUENOS AIRES
ALTO EL BOLSON,VILLA VIL,BELEN,CATAMARCA
LAS CUEVAS,VILLA VIL,BELEN,CATAMARCA
CORRAL BLANCO,VILLA VIL,BELEN,CATAMARCA
LAGUNA BLANCA,VILLA VIL,BELEN,CATAMARCA
BARRANCA LARGA,VILLA VIL,BELEN,CATAMARCA
VILLA VIL,VILLA VIL,BELEN,CATAMARCA
SAN IGNACIO (LOTEO VELEZ CRESPO),SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,CÓRDOBA
SANTA MONICA,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,CÓRDOBA
SANTA ROSA DE CALAMUCHITA,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,CÓRDOBA
ARROYO SECO,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,CÓRDOBA
CAMPANA MAHUIDA,ARROYO LOS BERROS,VALCHETA,RÍO NEGRO
ARROYO LOS BERROS,ARROYO LOS BERROS,VALCHETA,RÍO NEGRO
LAS HERAS,LAS HERAS,DESEADO,SANTA CRUZ
COLONIA LA SARITA,LUCAS SUR PRIMERO,VILLAGUAY,ENTRE RÍOS
RINCON LUCAS SUD,LUCAS SUR PRIMERO,VILLAGUAY,ENTRE RÍOS
VISTA ALEGRE NORTE,VISTA ALEGRE,CONFLUENCIA,NEUQUÉN
VISTA ALEGRE SUR,VISTA ALEGRE,CONFLUENCIA,NEUQUÉN
BARRIO RUCA LUHE,VISTA ALEGRE,CONFLUENCIA,NEUQUÉN
MUYO,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
ALPACHIRI,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
LAS LENGUAS,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
EL MOLINO,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
COCHUNA,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
LA CALERA,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
LAS PAVAS,ALPACHIRI Y EL MOLINO,CHICLIGASTA,TUCUMÁN
POSTA CAMBIO ZALAZAR,POSTA CAMBIO ZALAZAR,PATIÑO,FORMOSA
PASO FLORES,PASO FLORES,PILCANIYEU,RÍO NEGRO
EL SOMBRERO,EL SOMBRERO,EMPEDRADO,CORRIENTES
LA MARTA,SAN ISIDRO,GOYA,CORRIENTES
SAN GREGORIO,SAN ISIDRO,GOYA,CORRIENTES
SAN ISIDRO,SAN ISIDRO,GOYA,CORRIENTES
PASO SAN JUAN,SAN ISIDRO,GOYA,CORRIENTES
PASO LOS ANGELES,SAN ISIDRO,GOYA,CORRIENTES
ISLA TALAR,SAN ISIDRO,GOYA,CORRIENTES
LA CUCUCHA,SAN ISIDRO,GOYA,CORRIENTES
BUENA ESPERANZA,SAN ISIDRO,GOYA,CORRIENTES
STELLA MARIS,SAN ISIDRO,GOYA,CORRIENTES
SAN MARTIN,SAN ISIDRO,GOYA,CORRIENTES
EL QUEBRACHO,SAN ISIDRO,GOYA,CORRIENTES
ESTANCIA SANTA RITA,SAN ISIDRO,GOYA,CORRIENTES
CAMPO MORATO,SAN ISIDRO,GOYA,CORRIENTES
SAN ANTONIO,SAN ISIDRO,GOYA,CORRIENTES
RINCON DEL PAGO,SAN ISIDRO,GOYA,CORRIENTES
INVERNADA,SAN ISIDRO,GOYA,CORRIENTES
PAGO DE LOS DESEOS,PAGO DE LOS DESEOS,SALADAS,CORRIENTES
COLONIA 3 DE ABRIL,3 DE ABRIL,BELLA VISTA,CORRIENTES
EL ESPINILLO,EL ESPINILLO,GENERAL GUEMES,CHACO
AGUAS BLANCAS,AGUAS BLANCAS,ORAN,SALTA
COLONIA TERESA,COLONIA TERESA,SAN JAVIER,SANTA FE
CUBANEA,CUBANEA,ADOLFO ALSINA,RÍO NEGRO
CHIPAUQUIL,CHIPAUQUIL,VALCHETA,RÍO NEGRO
PILO LIL,PILO LIL,CATAN LIL,NEUQUÉN
GUAÑACOS,GUAÑACOS,MINAS,NEUQUÉN
LOS CHAÑARITOS,LOS CHAÑARITOS (RÍO SEGUNDO),RIO SEGUNDO,CÓRDOBA
DOÑA LUISA,DOÑA LUISA,GUASAYAN,SANTIAGO DEL ESTERO
SABAGASTA,SABAGASTA,SALAVINA,SANTIAGO DEL ESTERO
NUEVA POMPEYA,MISION NUEVA POMPEYA,GENERAL GUEMES,CHACO
ALDEA APELEG,ALDEA APELEG,RIO SENGUER,CHUBUT
CAMPO PIAGGIO,CAMPO PIAGGIO,SAN JERONIMO,SANTA FE
LAPACHITO,LAPACHITO,GENERAL DONOVAN,CHACO
COLONIAS UNIDAS,COLONIAS UNIDAS,SARGENTO CABRAL,CHACO
LOS TALARES,LOS TALARES,POCHO,CÓRDOBA
LA RANCHERITA,LA RANCHERITA,SANTA MARÍA,CÓRDOBA
COLONIA CAROLINA,CAROLINA,GOYA,CORRIENTES
COLONIA ISABEL VICTORIA,CAROLINA,GOYA,CORRIENTES
VILLA OLIVARI,VILLA OLIVARI,ITUZAINGO,CORRIENTES
COLONIA PANDO,COLONIA PANDO,SAN ROQUE,CORRIENTES
COLONIA PEREIRA,COLONIA SAN ANSELMO Y ALEDAÑAS,COLON,ENTRE RÍOS
COLONIA SAN ANSELMO,COLONIA SAN ANSELMO Y ALEDAÑAS,COLON,ENTRE RÍOS
MOLINO DOLL,COSTA GRANDE,DIAMANTE,ENTRE RÍOS
COLONIA OFICIAL 16,LA FLORIDA,FEDERACION,ENTRE RÍOS
COLONIA AYMAN,SAN ROQUE,FEDERACION,ENTRE RÍOS
BANDERITAS,BANDERAS,FEDERAL,ENTRE RÍOS
COLONIA LA BERTA,BANDERAS,FEDERAL,ENTRE RÍOS
COLONIA SAN LORENZO,DISTRITO DIEGO LOPEZ,FEDERAL,ENTRE RÍOS
COLONIA LA MARTA,DISTRITO DIEGO LOPEZ,FEDERAL,ENTRE RÍOS
DIEGO LOPEZ,DISTRITO DIEGO LOPEZ,FEDERAL,ENTRE RÍOS
COLONIA LA LATA,DISTRITO DIEGO LOPEZ,FEDERAL,ENTRE RÍOS
COLONIA SANTA LUCIA,SANTA LUCIA,FEDERAL,ENTRE RÍOS
COLONIA OFICIAL 18,DISTRITO CHAÑAR,FELICIANO,ENTRE RÍOS
LAS MULITAS,LAS MULITAS,FELICIANO,ENTRE RÍOS
ARROYO SEPULTURA,ISLAS LAS LECHIGUANAS,GUALEGUAY,ENTRE RÍOS
ARROYO LAS LECHIGUANAS,ISLAS LAS LECHIGUANAS,GUALEGUAY,ENTRE RÍOS
PASTOR BRITOS,PASTOR BRITOS,GUALEGUAYCHU,ENTRE RÍOS
RINCON DEL GATO,RINCON DEL GATO,GUALEGUAYCHU,ENTRE RÍOS
PERDICES,PERDICES,GUALEGUAYCHU,ENTRE RÍOS
DISTRITO PERDICES,PERDICES,GUALEGUAYCHU,ENTRE RÍOS
ÑANCAY,ÑANCAY,ISLAS DEL IBICUY,ENTRE RÍOS
LA PROVIDENCIA,LA PROVIDENCIA,LA PAZ,ENTRE RÍOS
COLONIA EL SAUCESITO,SAUCECITO,LA PAZ,ENTRE RÍOS
CRUCESITAS,CRUCESITAS OCTAVA,NOGOYA,ENTRE RÍOS
ORO VERDE,ORO VERDE,PARANA,ENTRE RÍOS
ARROYO CORRALITO,ARROYO CORRALITO,PARANA,ENTRE RÍOS
ALDEA SANTA ROSA,ALDEA SANTA ROSA,PARANA,ENTRE RÍOS
ARROYO GRANDE,COLONIA OFICIAL N° 5,SAN SALVADOR,ENTRE RÍOS
COLONIA OFICIAL N° 5,COLONIA OFICIAL N° 5,SAN SALVADOR,ENTRE RÍOS
COLONIA SAN MARTIN,ARROYO GENA,URUGUAY,ENTRE RÍOS
ESTANCIA LA SILVIA,ARROYO GENA,URUGUAY,ENTRE RÍOS
COLONIA SAGASTUME,ARROYO GENA,URUGUAY,ENTRE RÍOS
COLONIA SAN RAMON,SAN CIPRIANO,URUGUAY,ENTRE RÍOS
SAN CIPRIANO,SAN CIPRIANO,URUGUAY,ENTRE RÍOS
LAS ACHIRAS,SAN CIPRIANO,URUGUAY,ENTRE RÍOS
LOS CEIBOS,TALA,URUGUAY,ENTRE RÍOS
DISTRITO CHILCAS,CHILCAS,VICTORIA,ENTRE RÍOS
DISTRITO HINOJAL,HINOJAL,VICTORIA,ENTRE RÍOS
RINCON DEL DOLL,RINCON DEL DOLL,VICTORIA,ENTRE RÍOS
MONTOYA,MONTOYA,VICTORIA,ENTRE RÍOS
COLONIA ADIVINOS,COLONIA ADIVINO,VILLAGUAY,ENTRE RÍOS
EL CHAJARI,PARAJE LOS ALGARROBOS,VILLAGUAY,ENTRE RÍOS
PICHI MAHUIDA,PICHI MAHUIDA,PICHI MAHUIDA,RÍO NEGRO
MINA 3,MINA 3,GUER AIKE,SANTA CRUZ
MAUA,MAUA,CASTELLANOS,SANTA FE
LA POTASA,NICANOR MOLINAS,GENERAL OBLIGADO,SANTA FE
DOS ROSAS Y LA LEGUA,DOS ROSAS Y LA LEGUA,SAN CRISTOBAL,SANTA FE
LA DARSENA,SAN RAMON - LA DARSENA,BANDA,SANTIAGO DEL ESTERO
SAN RAMON,SAN RAMON - LA DARSENA,BANDA,SANTIAGO DEL ESTERO
EL ZANJON,VILLA ZANJON,CAPITAL,SANTIAGO DEL ESTERO
VILLA MATOQUE,VILLA MATOQUE,COPO,SANTIAGO DEL ESTERO
GUAMPACHA,GUAMPACHA,GUASAYAN,SANTIAGO DEL ESTERO
VILLA GUASAYAN,VILLA GUASAYAN,GUASAYAN,SANTIAGO DEL ESTERO
POZO DEL TOBA,POZO DEL TOBA,JUAN F IBARRA,SANTIAGO DEL ESTERO
QUEBRACHO COTO,QUEBRACHO COTO,PELLEGRINI,SANTIAGO DEL ESTERO
VILLA ROBLES,VILLA ROBLES,ROBLES,SANTIAGO DEL ESTERO
SIMOCA,SIMOCA,SIMOCA,TUCUMÁN
SOLDADO MALDONADO,SOLDADO MALDONADO,MONTEROS,TUCUMÁN
LOS PEREYRA NORTE,LOS PEREYRA,CRUZ ALTA,TUCUMÁN
SOL DE MAYO,SOL DE MAYO,CAPITAL,SANTIAGO DEL ESTERO
JUANILLO,JUANILLO,ATAMISQUI,SANTIAGO DEL ESTERO
PUNTA POZO,PUNTA POZO,AVELLANEDA,SANTIAGO DEL ESTERO
EL AIBE,EL AIBE,BANDA,SANTIAGO DEL ESTERO
ABRA GRANDE,ABRA GRANDE,BANDA,SANTIAGO DEL ESTERO
REMES,REMES,CAPITAL,SANTIAGO DEL ESTERO
SAN BENITO,SAN BENITO,CAPITAL,SANTIAGO DEL ESTERO
EL DEAN,EL DEAN,CAPITAL,SANTIAGO DEL ESTERO
SAN VICENTE,SAN VICENTE,LORETO,SANTIAGO DEL ESTERO
SANTA CATALINA,SANTA CATALINA,GUASAYAN,SANTIAGO DEL ESTERO
SANTA MARIA,SANTA MARIA,CAPITAL,SANTIAGO DEL ESTERO
CASPI CORRAL,CASPI CORRAL,FIGUEROA,SANTIAGO DEL ESTERO
VACA HUAÑUNA,VACA HUAÑUNA,FIGUEROA,SANTIAGO DEL ESTERO
CANAL MELERO,MELERO,JUAN F IBARRA,SANTIAGO DEL ESTERO
LA SIMONA,LA NENA - LA SIMONA,GENERAL TABOADA,SANTIAGO DEL ESTERO
LA NENA,LA NENA - LA SIMONA,GENERAL TABOADA,SANTIAGO DEL ESTERO
TRES CRUCES,TRES CRUCES,JIMENEZ,SANTIAGO DEL ESTERO
YUCHAN,YUCHAN,JUAN F IBARRA,SANTIAGO DEL ESTERO
LA NORIA,LA NORIA,LORETO,SANTIAGO DEL ESTERO
SAUCE SOLO,SAUCE SOLO,LORETO,SANTIAGO DEL ESTERO
AMAMA,AMAMA,MORENO,SANTIAGO DEL ESTERO
VILLA BRANA,VILLA BRANA,MORENO,SANTIAGO DEL ESTERO
LIBERTAD,LIBERTAD,MORENO,SANTIAGO DEL ESTERO
NEGRA MUERTA,NEGRA MUERTA,BANDA,SANTIAGO DEL ESTERO
KM 49,KILOMETRO 49,OJO DE AGUA,SANTIAGO DEL ESTERO
CAMPO GRANDE,CAMPO GRANDE,PELLEGRINI,SANTIAGO DEL ESTERO
VILLA MERCEDES,VILLA MERCEDES,PELLEGRINI,SANTIAGO DEL ESTERO
SANTO DOMINGO,SANTO DOMINGO,PELLEGRINI,SANTIAGO DEL ESTERO
AMICHA,AMICHA,RIO HONDO,SANTIAGO DEL ESTERO
LEZCANOS,LESCANO,RIO HONDO,SANTIAGO DEL ESTERO
LOS OVEJEROS,LOS OVEJEROS,RIO HONDO,SANTIAGO DEL ESTERO
SOTELOS,SOTELO,RIO HONDO,SANTIAGO DEL ESTERO
LOS ROMANOS,LOS ROMANOS - SANTO DOMINGO,ROBLES,SANTIAGO DEL ESTERO
VILLA HIPOLITA,VILLA HIPOLITA,ROBLES,SANTIAGO DEL ESTERO
VACA HUMAN,VACA HUMAN,SALAVINA,SANTIAGO DEL ESTERO
TIO POZO,TIO POZO,LORETO,SANTIAGO DEL ESTERO
VILLA NUEVA,VILLA NUEVA,SAN MARTIN,SANTIAGO DEL ESTERO
HUACHANA,HUACHANA,ALBERDI,SANTIAGO DEL ESTERO
SUMAMAO,SUMAMAO,SILIPICA,SANTIAGO DEL ESTERO
AHI VEREMOS,AHI VEREMOS,COPO,SANTIAGO DEL ESTERO
POZO DEL ARBOLITO,ACOS - POZO DEL ARBOLITO,RIO HONDO,SANTIAGO DEL ESTERO
COLONIA PUENTE DEL GUALEG,SAN MIGUEL,COLON,ENTRE RÍOS
COLONIA LAS PEPAS,SAN MIGUEL,COLON,ENTRE RÍOS
COLONIA SANTA ROSA,SAN MIGUEL,COLON,ENTRE RÍOS
SAN MIGUEL,SAN MIGUEL,COLON,ENTRE RÍOS
COLONIA NUEVA SAN MIGUEL,SAN MIGUEL,COLON,ENTRE RÍOS
ROLDAN,SAN ANTONIO - ROLDAN,JUAN F IBARRA,SANTIAGO DEL ESTERO
SAN ANTONIO,SAN ANTONIO - ROLDAN,JUAN F IBARRA,SANTIAGO DEL ESTERO
PUNTA DEL MONTE,ALBARDON - PUNTA DEL MONTE,GUALEGUAY,ENTRE RÍOS
EL HOYON,HOYON,ATAMISQUI,SANTIAGO DEL ESTERO
POZO AZUL,POZO AZUL,SAN PEDRO,MISIONES
NUESTRA SEÑORA DE ITATI,POZO AZUL,SAN PEDRO,MISIONES
